index	Column 1	recipient	sender	tosplit 2 2 1	toWD	tosplit 2 2 2
3	Abelsohn, A. an Zunz, Leopold: Neustadt Schawindt, o.D.	Zunz, Leopold	Abelsohn, A.	Neustadt Schawindt	Neustadt Schawindt	 o.D.
27	Aschenbrand, ... an Zunz, Leopold: Niederaula, erhalten 4.9.1884	Zunz, Leopold	Aschenbrand, ...	Niederaula	Niederaula	 erhalten 4.9.1884
44	Asher, Adolf an Zunz, Leopold: Carpentras, 20.05.1839	Zunz, Leopold	Asher, Adolf	Carpentras	Carpentras	 20.05.1839
46	Asher, Anna / Asher, Adolf an Zunz, Leopold / Zunz, Adelheid: o.O., o.D.	Zunz, Leopold / Zunz, Adelheid	Asher, Anna / Asher, Adolf	o.O.	o.O.	 o.D.
47	Asher, Adolf an Zunz, Leopold: o.O., erhalten 20.10.1839	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 erhalten 20.10.1839
48	Asher, Adolf an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 o.D.
49	Asher, Adolf an Zunz, Leopold: o.O., erhalten 19.11.1839	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 erhalten 19.11.1839
51	Asher, Adolf an Zunz, Leopold: o.O., 05.02.1840	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 05.02.1840
52	Asher, Adolf an Zunz, Leopold: o.O., 13.12.1839	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 13.12.1839
58	Asher, Adolf an Zunz, Leopold: o.O., 23.11.1840	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 23.11.1840
59	Asher, Adolf an Zunz, Leopold: o.O., 04.02.1841	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 04.02.1841
60	Asher, Adolf an Zunz, Leopold: o.O., 07.02.1841	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 07.02.1841
61	Asher, Adolf an Zunz, Leopold: o.O., 06.03.1841	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 06.03.1841
63	Asher, Adolf an Zunz, Leopold: o.O., 25.06.1841	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 25.06.1841
65	Asher, Adolf an Zunz, Leopold: o.O., erhalten 15.7.1841	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 erhalten 15.7.1841
67	Asher, Adolf an Zunz, Leopold: o.O., 01.09.1841	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 01.09.1841
74	Asher, Adolf an Zunz, Leopold: o.O., erhalten 28.7.1847	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 erhalten 28.7.1847
78	Asher, Adolf an Zunz, Leopold: o.O., September 1848	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 September 1848
79	Asher, Adolf an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Asher, Adolf	o.O.	o.O.	 o.D.
80	Asher, Anna an Zunz, Adelheid: o.O., o.D.	Zunz, Adelheid	Asher, Anna	o.O.	o.O.	 o.D.
86	Asher, Adolf an Zunz, Adelheid: o.O., o.D.	Zunz, Adelheid	Asher, Adolf	o.O.	o.O.	 o.D.
88	Asher, Adolf / Asher, Anna an Zunz, Leopold: Venezia;Verona, 14.07.1853-12.08.1853	Zunz, Leopold	Asher, Adolf / Asher, Anna	Venezia;Verona	Venezia;Verona	 14.07.1853-12.08.1853
90	Asher, Anna an Zunz, Adelheid: Altwasser, 06.06.1854	Zunz, Adelheid	Asher, Anna	Altwasser	Altwasser	 06.06.1854
91	Asher, Anna an Zunz, Leopold: Altwasser, 04.08.1854	Zunz, Leopold	Asher, Anna	Altwasser	Altwasser	 04.08.1854
92	Asher, Anna an Zunz, Leopold: Altwasser, 27.06.1855	Zunz, Leopold	Asher, Anna	Altwasser	Altwasser	 27.06.1855
99	Aub, Joseph an Zunz, Leopold: o.O., erhalten 20.9.1865	Zunz, Leopold	Aub, Joseph	o.O.	o.O.	 erhalten 20.9.1865
101	Aub, W. an Zunz, Leopold: Fürth, 03.05.1839	Zunz, Leopold	Aub, W.	Fürth	Fürth	 03.05.1839
102	Aub, W. an Zunz, Leopold: Fürth, 15.10.1839	Zunz, Leopold	Aub, W.	Fürth	Fürth	 15.10.1839
103	Aub, W. an Zunz, Leopold: Fürth, 04.12.1839	Zunz, Leopold	Aub, W.	Fürth	Fürth	 04.12.1839
132	Beer, Wilhelm an Zunz, Leopold: o.O., 23.12.1836	Zunz, Leopold	Beer, Wilhelm	o.O.	o.O.	 23.12.1836
133	Beer, Wilhelm an Zunz, Leopold: o.O., 30.05.1838	Zunz, Leopold	Beer, Wilhelm	o.O.	o.O.	 30.05.1838
134	Beer, Wilhelm an Zunz, Leopold: o.O., 15.02.1849	Zunz, Leopold	Beer, Wilhelm	o.O.	o.O.	 15.02.1849
135	Beer, Wilhelm an Zunz, Leopold: o.O., 04.03.1849	Zunz, Leopold	Beer, Wilhelm	o.O.	o.O.	 04.03.1849
137	Behrend, Meyer an Zunz, Leopold: Samoczyn, 15.01.1847	Zunz, Leopold	Behrend, Meyer	Samoczyn	Samoczyn	 15.01.1847
138	Behrend, Meyer an Zunz, Leopold: Samoczyn, 30.05.1848	Zunz, Leopold	Behrend, Meyer	Samoczyn	Samoczyn	 30.05.1848
144	Bellermann, Johann Friedrich an Zunz, Leopold: o.O., 17.10.1827	Zunz, Leopold	Bellermann, Johann Friedrich	o.O.	o.O.	 17.10.1827
145	Bellermann, Johann Friedrich an Zunz, Leopold: o.O., 23.05.1829	Zunz, Leopold	Bellermann, Johann Friedrich	o.O.	o.O.	 23.05.1829
147	Bellermann, Johann Friedrich an Zunz, Leopold: o.O., 30.09.1843	Zunz, Leopold	Bellermann, Johann Friedrich	o.O.	o.O.	 30.09.1843
149	Bendavid, Lazarus an Zunz, Leopold: o.O., 1821	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	1821
150	Bendavid, Lazarus an Zunz, Leopold: o.O., 12.04.1822	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 12.04.1822
151	Bendavid, Lazarus an Zunz, Leopold: o.O., 11.09.1822	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 11.09.1822
152	Bendavid, Lazarus an Zunz, Leopold: o.O., 22.07.1822	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 22.07.1822
153	Bendavid, Lazarus an Zunz, Leopold: o.O., 01.12.1822	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 01.12.1822
154	Bendavid, Lazarus an Zunz, Leopold: o.O., 03.02.1823	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 03.02.1823
155	Bendavid, Lazarus an Zunz, Leopold: o.O., 10.02.1823	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 10.02.1823
156	Bendavid, Lazarus an Zunz, Leopold: o.O., 19.02.1823	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 19.02.1823
157	Bendavid, Lazarus an Zunz, Leopold: o.O., 03.03.1823	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 03.03.1823
158	Bendavid, Lazarus an Zunz, Leopold: o.O., 19.03.1823	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 19.03.1823
159	Bendavid, Lazarus an Zunz, Leopold: o.O., 03.04.1823	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 03.04.1823
160	Bendavid, Lazarus an Zunz, Leopold: o.O., 23.12.1825	Zunz, Leopold	Bendavid, Lazarus	o.O.	o.O.	 23.12.1825
167	Bergis, ... an Zunz, Leopold: Rackschütz, 09.06.1823	Zunz, Leopold	Bergis, ...	Rackschütz	Rackschütz	 09.06.1823
209	Bierer, Rubin an Zunz, Leopold: Belgrad, o.D.	Zunz, Leopold	Bierer, Rubin	Belgrad	Belgrad	 o.D.
213	Bisliches, Isaac an Zunz, Leopold: o.O., erhalten 13.3.1833	Zunz, Leopold	Bisliches, Isaac	o.O.	o.O.	 erhalten 13.3.1833
221	Block, M. an Zunz, Leopold: Simmern, 10.11.1839	Zunz, Leopold	Block, M.	Simmern	Simmern	 10.11.1839
222	Block, M. an Zunz, Leopold: Simmern, 25.03.1840	Zunz, Leopold	Block, M.	Simmern	Simmern	 25.03.1840
223	Block, M. an Zunz, Leopold: Simmern, 08.11.1840	Zunz, Leopold	Block, M.	Simmern	Simmern	 08.11.1840
224	Blumenau, J. an Zunz, Leopold: Karlsbad, 08.06.1876	Zunz, Leopold	Blumenau, J.	Karlsbad	Karlsbad	 08.06.1876
229	Blumenthal, Michael an Zunz, Leopold: Wongrowitz, 29.11.1846	Zunz, Leopold	Blumenthal, Michael	Wongrowitz	Wongrowitz	 29.11.1846
234	Borrosch, Aloys / André, ... an Zunz, Leopold: o.O., 04.03.1836	Zunz, Leopold	Borrosch, Aloys / André, ...	o.O.	o.O.	 04.03.1836
261	Brück, M... an Zunz, Leopold: Frankfurt-Rödelheim, 01.11.1837	Zunz, Leopold	Brück, M...	Frankfurt-Rödelheim	Frankfurt-Rödelheim	 01.11.1837
264	Brüll, Nehemias an Zunz, Leopold: Bzenec, 27.08.1869	Zunz, Leopold	Brüll, Nehemias	Bzenec	Bzenec	 27.08.1869
277	Budwig, Markus an Zunz, Leopold: o.O., erhalten 4.5.1847	Zunz, Leopold	Budwig, Markus	o.O.	o.O.	 erhalten 4.5.1847
304	Busch, Isidor an Zunz, Leopold: o.O., März 1848	Zunz, Leopold	Busch, Isidor	o.O.	o.O.	 März 1848
311	Böckh, August an Zunz, Leopold: / Böckh: Berlin, 28.12.1841	Zunz, Leopold	Böckh, August	/ Böckh: Berlin	/ Böckh: Berlin	 28.12.1841
312	Böhm, Lotte an Zunz, Leopold: Fürth, 13.06.1852	Zunz, Leopold	Böhm, Lotte	Fürth	Fürth	 13.06.1852
348	Cassel, Paulus an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Cassel, Paulus	o.O.	o.O.	 o.D.
349	Cassel, Paulus an Zunz, Leopold: o.O., 04.05.1847	Zunz, Leopold	Cassel, Paulus	o.O.	o.O.	 04.05.1847
350	Cassel, Paulus an Zunz, Leopold: o.O., 27.09.1848	Zunz, Leopold	Cassel, Paulus	o.O.	o.O.	 27.09.1848
351	Cassel, Paulus an Zunz, Leopold: o.O., 08.10.1848	Zunz, Leopold	Cassel, Paulus	o.O.	o.O.	 08.10.1848
353	Castro, Rahel de an Zunz, Adelheid: Altona, 19.02.1861	Zunz, Adelheid	Castro, Rahel de	Altona	Altona	 19.02.1861
354	Castro, Benjamin de an Zunz, Leopold: Altona, 17.09.1827	Zunz, Leopold	Castro, Benjamin de	Altona	Altona	 17.09.1827
355	Castro, Benjamin de an Zunz, Leopold: Altona, 29.06.1828	Zunz, Leopold	Castro, Benjamin de	Altona	Altona	 29.06.1828
356	Castro, Benjamin de an Zunz, Leopold: Altona, 16.11.1828	Zunz, Leopold	Castro, Benjamin de	Altona	Altona	 16.11.1828
357	Castro, David de an Zunz, Leopold: Altona, 22.02.1828	Zunz, Leopold	Castro, David de	Altona	Altona	 22.02.1828
361	Castro, David de an Zunz, Leopold: Altona, 09.10.1830	Zunz, Leopold	Castro, David de	Altona	Altona	 09.10.1830
363	Castro, David de an Zunz, Leopold: Altona, 16.05.1843	Zunz, Leopold	Castro, David de	Altona	Altona	 16.05.1843
364	Castro, David de an Zunz, Leopold: Altona, 15.06.1843	Zunz, Leopold	Castro, David de	Altona	Altona	 15.06.1843
366	Castro, Jacob de an Zunz, Leopold: Oranienburg, 17.02.1829	Zunz, Leopold	Castro, Jacob de	Oranienburg	Oranienburg	 17.02.1829
367	"Chajes, Wolf an Zunz, Leopold: ""Mayyim Hayyim"" / , 07.08.1864"	Zunz, Leopold	Chajes, Wolf	"""Mayyim Hayyim"" / "	"""Mayyim Hayyim"" / "	 07.08.1864
368	"Chajes, Wolf. ""Mayyim Hayyim"": Brody, August 1864"			 Brody	 Brody	 August 1864
369	Chorin, Aaron an Zunz, Leopold: Arad, 23.11.1832	Zunz, Leopold	Chorin, Aaron	Arad	Arad	 23.11.1832
370	Chorin, Aaron an Zunz, Leopold: Arad, 02.05.1833	Zunz, Leopold	Chorin, Aaron	Arad	Arad	 02.05.1833
371	Chorin, Aaron an Zunz, Leopold: Arad, 12.07.1833	Zunz, Leopold	Chorin, Aaron	Arad	Arad	 12.07.1833
372	Chorin, Aaron an Zunz, Leopold: Arad, 30.08.1833	Zunz, Leopold	Chorin, Aaron	Arad	Arad	 30.08.1833
374	Chorin, Aaron an Zunz, Leopold: Arad, 01.11.1837	Zunz, Leopold	Chorin, Aaron	Arad	Arad	 01.11.1837
384	Cohen, Hermann an Zunz, Leopold: Coswig, 04.09.1874	Zunz, Leopold	Cohen, Hermann	Coswig	Coswig	 04.09.1874
397	Cohn, Albert an Zunz, Leopold: St. Cloud, 29.05.1864	Zunz, Leopold	Cohn, Albert	St. Cloud	St. Cloud	 29.05.1864
406	Cohn, Louis an Zunz, Leopold: Bremen, 13.09.1834	Zunz, Leopold	Cohn, Louis	Bremen	Bremen	 13.09.1834
417	Delitzsch, Franz an Zunz, Leopold: o.O., 08.10.1838	Zunz, Leopold	Delitzsch, Franz	o.O.	o.O.	 08.10.1838
429	Detmold, A.W. an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Detmold, A.W.	o.O.	o.O.	 o.D.
467	Dukes, Leopold an Zunz, Leopold: o.O., erhalten 5.9.1842	Zunz, Leopold	Dukes, Leopold	o.O.	o.O.	 erhalten 5.9.1842
469	Dukes, Leopold an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Dukes, Leopold	o.O.	o.O.	 o.D.
472	Dukes, Leopold an Zunz, Leopold: Notizen zu verschiedenen hebräischen Schriften / , 12.08.1838	Zunz, Leopold	Dukes, Leopold	Notizen zu verschiedenen hebräischen Schriften / 	Notizen zu verschiedenen hebräischen Schriften / 	 12.08.1838
478	Fabian, Alexander an Zunz, Leopold: Halle, 08.10.1846	Zunz, Leopold	Fabian, Alexander	Halle	Halle	 08.10.1846
483	Feuchtwanger, Lewis an Zunz, Leopold: Philadelphia, 10.03.1880	Zunz, Leopold	Feuchtwanger, Lewis	Philadelphia	Philadelphia	 10.03.1880
484	Fidalgo, B.M. an Zunz, Leopold: Altona, 04.06.1830	Zunz, Leopold	Fidalgo, B.M.	Altona	Altona	 04.06.1830
486	Fleischer, Heinrich Leberecht an Zunz, Leopold: o.O., 06.12.1845	Zunz, Leopold	Fleischer, Heinrich Leberecht	o.O.	o.O.	 06.12.1845
532	Freudenthal, Jakob an Zunz, Leopold: o.O., erhalten 25.1.1874	Zunz, Leopold	Freudenthal, Jakob	o.O.	o.O.	 erhalten 25.1.1874
535	Freudenthal, Simon Behr an Zunz, Leopold: Friedland, Mai 1847	Zunz, Leopold	Freudenthal, Simon Behr	Friedland	Friedland	 Mai 1847
536	Freudenthal, Simon Behr an Zunz, Leopold: Friedland, 08.08.1847	Zunz, Leopold	Freudenthal, Simon Behr	Friedland	Friedland	 08.08.1847
547	Friedlaender, G. an Zunz, Leopold: o.O., 27. Mai	Zunz, Leopold	Friedlaender, G.	o.O.	o.O.	 27. Mai
553	Friedländer, David an Zunz, Leopold: o.O., 04.04.1822	Zunz, Leopold	Friedländer, David	o.O.	o.O.	 04.04.1822
554	Friedländer, David an Zunz, Leopold: o.O., 04.05.1822	Zunz, Leopold	Friedländer, David	o.O.	o.O.	 04.05.1822
555	Friedländer, David an Zunz, Leopold: o.O., 26.06.1822	Zunz, Leopold	Friedländer, David	o.O.	o.O.	 26.06.1822
557	Friedländer, David an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Friedländer, David	o.O.	o.O.	 o.D.
560	Friedländer, David an Zunz, Leopold: o.O., 21.01.1831	Zunz, Leopold	Friedländer, David	o.O.	o.O.	 21.01.1831
561	Friedländer, David an Zunz, Leopold: o.O., 4.4.18??	Zunz, Leopold	Friedländer, David	o.O.	o.O.	 4.4.18??
562	Friedländer, David an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Friedländer, David	o.O.	o.O.	 o.D.
565	Friedländer, David an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Friedländer, David	o.O.	o.O.	 o.D.
566	Friedländer, Emil Gottlieb an Zunz, Leopold: o.O., 22.12.1832	Zunz, Leopold	Friedländer, Emil Gottlieb	o.O.	o.O.	 22.12.1832
567	Friedländer, Emil Gottlieb an Zunz, Leopold: o.O., 6. September	Zunz, Leopold	Friedländer, Emil Gottlieb	o.O.	o.O.	 6. September
568	Friedländer, Emil Gottlieb an Zunz, Leopold / Friedländer, David: o.O., 29.12.1834	Zunz, Leopold / Friedländer, David	Friedländer, Emil Gottlieb	o.O.	o.O.	 29.12.1834
569	Friedländer, Emil Gottlieb an Zunz, Leopold: o.O., 12.03.1841	Zunz, Leopold	Friedländer, Emil Gottlieb	o.O.	o.O.	 12.03.1841
594	Gans, Eduard an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Gans, Eduard	o.O.	o.O.	 o.D.
634	Geiger, Abraham an Zunz, Leopold: o.O., erhalten 24.3.1840	Zunz, Leopold	Geiger, Abraham	o.O.	o.O.	 erhalten 24.3.1840
635	Geiger, Abraham an Zunz, Leopold: o.O., erhalten 4.4.1840	Zunz, Leopold	Geiger, Abraham	o.O.	o.O.	 erhalten 4.4.1840
636	Geiger, Abraham an Zunz, Leopold: o.O., erhalten 18.4.1840	Zunz, Leopold	Geiger, Abraham	o.O.	o.O.	 erhalten 18.4.1840
696	Gerstenberg, ... an Zunz, Leopold: o.O., erhalten 21.1.1834	Zunz, Leopold	Gerstenberg, ...	o.O.	o.O.	 erhalten 21.1.1834
697	Gewer, H. an Zunz, Leopold: o.O., 28.11.1849	Zunz, Leopold	Gewer, H.	o.O.	o.O.	 28.11.1849
698	"Glaeser, Ernest. Enzyklopädieartikel über Zunz / Subskriptionsformular für die ""Biographie nationale des contemporains"": , o.D."			 	 	 o.D.
701	Glückstadt, R. M. an Zunz, Leopold: o.O., erhalten 26.7. - vermutlich 1847	Zunz, Leopold	Glückstadt, R. M.	o.O.	o.O.	 erhalten 26.7. - vermutlich 1847
712	Goldenberg, Samuel Löb an Zunz, Leopold: o.O., 17.09.1843	Zunz, Leopold	Goldenberg, Samuel Löb	o.O.	o.O.	 17.09.1843
720	Gottheil, Fabian an Zunz, Leopold: Töeplitz, 17.07.1821	Zunz, Leopold	Gottheil, Fabian	Töeplitz	Töeplitz	 17.07.1821
722	Gottschalk, Israel an Zunz, Leopold: Friedland an der Mohra, 06.12.1846	Zunz, Leopold	Gottschalk, Israel	Friedland an der Mohra	Friedland an der Mohra	 06.12.1846
729	Graffunder, Alfred an Zunz, Leopold: o.O., 27.12.1823	Zunz, Leopold	Graffunder, Alfred	o.O.	o.O.	 27.12.1823
730	Graffunder, Alfred an Zunz, Leopold: o.O., 28.12.1823	Zunz, Leopold	Graffunder, Alfred	o.O.	o.O.	 28.12.1823
744	Guggenheimer, Joseph an Zunz, Leopold: / Dr. Gugenheimer: Wien, 31.10.1852	Zunz, Leopold	Guggenheimer, Joseph	/ Dr. Gugenheimer: Wien	/ Dr. Gugenheimer: Wien	 31.10.1852
745	Guggenheimer, Joseph an Zunz, Leopold: / Dr. Gugenheimer: Wien, 06.12.1852	Zunz, Leopold	Guggenheimer, Joseph	/ Dr. Gugenheimer: Wien	/ Dr. Gugenheimer: Wien	 06.12.1852
746	Guggenheimer, Joseph an Zunz, Leopold: / Dr. Gugenheimer: Wien, 23.03.1853	Zunz, Leopold	Guggenheimer, Joseph	/ Dr. Gugenheimer: Wien	/ Dr. Gugenheimer: Wien	 23.03.1853
747	Guggenheimer, Joseph an Zunz, Leopold: / Dr. Gugenheimer: Wien, 17.07.1853	Zunz, Leopold	Guggenheimer, Joseph	/ Dr. Gugenheimer: Wien	/ Dr. Gugenheimer: Wien	 17.07.1853
770	Götz, ... (Dr.) an Zunz, Leopold: Fürstenberg (Mecklenburg), 15.04.1845	Zunz, Leopold	Götz, ... (Dr.)	Fürstenberg (Mecklenburg)	Fürstenberg (Mecklenburg)	 15.04.1845
813	Haas, David an Zunz, Leopold: o.O., erhalten 24.4.1816	Zunz, Leopold	Haas, David	o.O.	o.O.	 erhalten 24.4.1816
818	Haller, Ludwig an Zunz, Leopold: Altona, 30.11.1821	Zunz, Leopold	Haller, Ludwig	Altona	Altona	 30.11.1821
819	Haller, Ludwig an Zunz, Leopold: Altona, 22.10.1821	Zunz, Leopold	Haller, Ludwig	Altona	Altona	 22.10.1821
820	Haller, Ludwig an Zunz, Leopold: Altona, 28.03.1822	Zunz, Leopold	Haller, Ludwig	Altona	Altona	 28.03.1822
822	Hamburger, Jacob an Zunz, Leopold: Altstrelitz, 06.02.1866	Zunz, Leopold	Hamburger, Jacob	Altstrelitz	Altstrelitz	 06.02.1866
823	Hamburger, Jacob an Zunz, Leopold: Strelitz in Mecklb., 24.04.1877	Zunz, Leopold	Hamburger, Jacob	Strelitz in Mecklb.	Strelitz in Mecklb.	 24.04.1877
824	Hamburger, Jacob an Zunz, Leopold: Strelitz in Mecklb., 02.05.1877	Zunz, Leopold	Hamburger, Jacob	Strelitz in Mecklb.	Strelitz in Mecklb.	 02.05.1877
825	Hamburger, Jacob an Zunz, Leopold: Strelitz (Mecklb.), 21.02.1878	Zunz, Leopold	Hamburger, Jacob	Strelitz (Mecklb.)	Strelitz (Mecklb.)	 21.02.1878
826	Hamburger, Jacob an Zunz, Leopold: Strelitz in Mecklb., 07.05.1883	Zunz, Leopold	Hamburger, Jacob	Strelitz in Mecklb.	Strelitz in Mecklb.	 07.05.1883
828	Hanstein, ... an Zunz, Leopold: o.O., 11.08.1820	Zunz, Leopold	Hanstein, ...	o.O.	o.O.	 11.08.1820
857	Heilbronn, David an Zunz, Adelheid: o.O., o.D.	Zunz, Adelheid	Heilbronn, David	o.O.	o.O.	 o.D.
864	Heinemann, M. an Zunz, Leopold: o.O., 04.07.1819	Zunz, Leopold	Heinemann, M.	o.O.	o.O.	 04.07.1819
877	Hertz, Gustav an Zunz, Leopold: o.O., vermutlich Berlin, 18.01.1845	Zunz, Leopold	Hertz, Gustav	o.O.	o.O.	 vermutlich Berlin, 18.01.1845
878	Hertz, Jakob an Zunz, Leopold: o.O., 22.04.1838	Zunz, Leopold	Hertz, Jakob	o.O.	o.O.	 22.04.1838
887	Herzfeld, Levi an Zunz, Leopold: o.O., erhalten 6.9.1838	Zunz, Leopold	Herzfeld, Levi	o.O.	o.O.	 erhalten 6.9.1838
892	Herzfeld, Levi an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Herzfeld, Levi	o.O.	o.O.	 o.D.
897	Hess, Mendel an Zunz, Leopold: Eisenach, September 1845	Zunz, Leopold	Hess, Mendel	Eisenach	Eisenach	 September 1845
898	Hess, Mendel an Zunz, Leopold: Eisenach, 23.01.1846	Zunz, Leopold	Hess, Mendel	Eisenach	Eisenach	 23.01.1846
903	Hillmar, Joseph an Zunz, Leopold: o.O., o.D.	Zunz, Leopold	Hillmar, Joseph	o.O.	o.O.	 o.D.
904	Hillmar, Joseph an Zunz, Leopold: o.O., 14.12.1823	Zunz, Leopold	Hillmar, Joseph	o.O.	o.O.	 14.12.1823
942	Horwitz, Nathan an Zunz, Leopold / Krochmal, Nachman: / , 08.07.1851	Zunz, Leopold / Krochmal, Nachman	Horwitz, Nathan	/ 	/ 	 08.07.1851
943	Horwitz, Nathan an Zunz, Leopold: / , 15.06.1852	Zunz, Leopold	Horwitz, Nathan	/ 	/ 	 15.06.1852
945	Horwitz, Nathan an Zunz, Leopold / Krochmal, Nachman: / , 15.01.1845	Zunz, Leopold / Krochmal, Nachman	Horwitz, Nathan	/ 	/ 	 15.01.1845
954	Horwitz, Nathan an Zunz, Leopold / Krochmal, Nachman: Ausführliches Inhaltsverzeichnis zu More Nevukhe ha-Zeman / , 02.10.1840	Zunz, Leopold / Krochmal, Nachman	Horwitz, Nathan	Ausführliches Inhaltsverzeichnis zu More Nevukhe ha-Zeman / 	Ausführliches Inhaltsverzeichnis zu More Nevukhe ha-Zeman / 	 02.10.1840
958	Hörtel, ... an Zunz, Leopold: o.O., 02.12.1849	Zunz, Leopold	Hörtel, ...	o.O.	o.O.	 02.12.1849
959	Hörtel, ... an Zunz, Leopold: o.O., 10.12.1849	Zunz, Leopold	Hörtel, ...	o.O.	o.O.	 10.12.1849
966	Jacobson, Hermann an Zunz, Leopold: / H. Jacobson: o.O., 27.10.1823	Zunz, Leopold	Jacobson, Hermann	/ H. Jacobson: o.O.	/ H. Jacobson: o.O.	 27.10.1823
972	Jacobson, Jakob Hirsch an Zunz, Leopold: Mislowitz, März 1842	Zunz, Leopold	Jacobson, Jakob Hirsch	Mislowitz	Mislowitz	 März 1842
973	Jacobson, Jakob Hirsch an Zunz, Leopold: Mislowitz, 10.05.1842	Zunz, Leopold	Jacobson, Jakob Hirsch	Mislowitz	Mislowitz	 10.05.1842
975	Jacobson, Jakob Hirsch an Zunz, Leopold: Kempen (bei Breslau), 05.07.1846	Zunz, Leopold	Jacobson, Jakob Hirsch	Kempen (bei Breslau)	Kempen (bei Breslau)	 05.07.1846
976	Jacobson, Jakob Hirsch an Zunz, Leopold: Kempen bei Breslau, 02.09.1846	Zunz, Leopold	Jacobson, Jakob Hirsch	Kempen bei Breslau	Kempen bei Breslau	 02.09.1846
977	Jacobson, Jakob Hirsch an Zunz, Leopold: Marienwerder, 25.05.1859	Zunz, Leopold	Jacobson, Jakob Hirsch	Marienwerder	Marienwerder	 25.05.1859
982	Jacobson, Meyer an Zunz, Leopold: o.O., 21.02.1817	Zunz, Leopold	Jacobson, Meyer	o.O.	o.O.	 21.02.1817
985	Jeiteles, Joseph an Zunz, Leopold: o.O., erhalten 14.2.1845	Zunz, Leopold	Jeiteles, Joseph	o.O.	o.O.	 erhalten 14.2.1845
986	Jeiteles, Joseph an Zunz, Leopold: Eidlitz, 03.05.1847	Zunz, Leopold	Jeiteles, Joseph	Eidlitz	Eidlitz	 03.05.1847
987	Jeiteles, Joseph an Zunz, Leopold: o.O., 1872	Zunz, Leopold	Jeiteles, Joseph	o.O.	o.O.	1872
997	Johlson, Josef an Zunz, Leopold: / , 22.09.1833	Zunz, Leopold	Johlson, Josef	/ 	/ 	 22.09.1833
1001	Johlson, Josef an Zunz, Leopold: / , 22.10.1833	Zunz, Leopold	Johlson, Josef	/ 	/ 	 22.10.1833
1024	Jost, Isaak Markus an Zunz, Leopold: o.O., vermutlich Berlin, o.D.	Zunz, Leopold	Jost, Isaak Markus	o.O.	o.O.	 vermutlich Berlin, o.D.
1073	Jost, Isaak Markus an Zunz, Leopold: o.O., erhalten 22. April	Zunz, Leopold	Jost, Isaak Markus	o.O.	o.O.	 erhalten 22. April
1081	Kaempf, Saul Isaak an Zunz, Leopold: Halle, 20.08.1844	Zunz, Leopold	Kaempf, Saul Isaak	Halle	Halle	 20.08.1844
1083	Kaempf, Saul Isaak an Zunz, Leopold: Strelitz in Meklenburg, 15.12.1844	Zunz, Leopold	Kaempf, Saul Isaak	Strelitz in Meklenburg	Strelitz in Meklenburg	 15.12.1844
1087	Kalisch, Moritz an Zunz, Leopold: Gleißen, 29.08.1822	Zunz, Leopold	Kalisch, Moritz	Gleißen	Gleißen	 29.08.1822
1088	Kalisch, Moritz an Zunz, Leopold: Gleißen, 02.09.1822	Zunz, Leopold	Kalisch, Moritz	Gleißen	Gleißen	 02.09.1822
1089	Kalisch, ... an Zunz, Leopold: o.O., Januar 1855	Zunz, Leopold	Kalisch, ...	o.O.	o.O.	 Januar 1855
1093	Katzenellenbogen, M. an Zunz, Leopold: o.O., erhalten 13.11.1850	Zunz, Leopold	Katzenellenbogen, M.	o.O.	o.O.	 erhalten 13.11.1850
